英雄,关键词,胜率,图片链接,本月使用人数,本月使用人数排名,热门物品,技能,天赋
米波,meepo,53.9775,http://cdn.max-c.com/app/dota2/meepo@3x.png,1027317,84,"['怨灵系带', '虚灵之刃', '动力鞋', '闪烁匕首', '邪恶镰刀', '斯嘉蒂之眼', '远行鞋', '极限法球', '恐鳌之心']","['[地之束缚 ] 向目标地点扔出一张网，困住所有敌方单位。地之束缚能阻止隐身、闪烁。  tips: 地之束缚可以使敌方单位在进入隐身后显形，但是不能作用于已经隐身的单位。 对技能免疫单位和肉山无效。 ', '[忽悠 ] 通过从大地中汲取神秘的能量，一个米波可以在施法1.5秒后传送至另一个米波或自身所在之处，在离开和到达的区域都造成伤害。  tips: 可以点击小地图施放。 可以传送至米波的幻象。 ', '[洗劫 ] 每次攻击都会窃取敌人的生命值，并治疗所有其他米波相同数值生命。 ', '[分则能成 ] 米波召唤一个不完美的半自主性自身复制体，可以像本体一样获得金钱和经验，并拥有本体的经验、属性和技能。但是，克隆只能使用本体装备的鞋类物品。任何一个克隆死亡都会导致所有米波全体死亡。  可用神杖升级。  tips: 克隆体不能使用奥术鞋，也不能使用神符。 ']","['天赋1：', '+15 攻击力', '+10 力量', '天赋2：', '+30 忽悠伤害', '20% 闪避', '天赋3：', '10% 吸血', '-4秒 地之束缚冷却', '天赋4：', '-5秒 忽悠冷却', '+400 生命']"
树精卫士,treant,50.4953,http://cdn.max-c.com/app/dota2/treant@3x.png,799736,98,"['奥术鞋', '阿哈利姆神杖', '闪烁匕首', '淬毒之珠', '陨星锤', '静谧之鞋', '圆盾', '魔杖', '压制之刃']","['[自然蔽护 ] 树精卫士靠近一棵树木后，经过0.6秒施法时间后就会获得隐身效果。隐身时移动速度得到提升，破隐一击将使目标被缴械和缠绕。  tips: 破隐一击无法被闪避。 自然蔽护每隔0.75秒会检测附近有没有树木，如果没有，隐身效果消失。 隐身时可以施法。 隐身前受到来自玩家的伤害将重置延迟时间。 ', '[寄生种子 ] 树精卫士在一个敌方单位体内种下一颗吸血的种子，吸收其生命值，同时使其减速。种子对其周围的友方单位进行治疗。吸取7次。 ', '[活体护甲 ] 将友方英雄或建筑笼罩在保护性外壳中，获得额外生命速率。同时为英雄提供所有类型的伤害格挡。在受到若干次攻击后护甲将会消失。  tips: 可以点击小地图施放。 ', '[丛林之眼 ] 树精卫士对目标树木灌注魔力。注魔后树木将拥有周围的顺畅视野。如果树精卫士施放了疯狂生长，这些树木附近的单位也将会被困住，并受到伤害。  tips: 丛林之眼的树木产生的疯狂生长效果可以造成伤害。树精卫士产生的疯狂生长效果则没有伤害。 如果敌人拥有真实视域，他们将会发现被灌注魔力的树木。 ', '[疯狂生长 ] 在树精卫士周围召唤出疯狂生长的伤害性藤条和枝干，阻止被缠绕的敌人移动、闪烁、进入隐身或攻击。  tips: 效果无视技能免疫，但是在期间获得技能免疫状态将挣脱控制。 丛林之眼的树木产生的疯狂生长效果可以造成伤害。树精卫士产生的疯狂生长效果则没有伤害。 ']","['天赋1：', '10% 冷却时间减少', '+2 活体护甲格挡次数', '天赋2：', '2秒 树木重生时间', '+90 攻击力', '天赋3：', '+50 寄生种子伤害/治疗', '+2秒 自然蔽护缠绕', '天赋4：', '700 范围型活体护甲', '+350 丛林之眼和疯狂生长范围']"
食人魔魔法师,ogre_magi,51.6793,http://cdn.max-c.com/app/dota2/ogre_magi@3x.png,3254877,17,"['奥术鞋', '迈达斯之手', '以太透镜', '魔杖', '原力法杖', '阿哈利姆神杖', '侦查·岗哨守卫', '淬毒之珠', '卫士胫甲']","['[火焰爆轰 ] 以一波火焰轰击一个敌方单位，造成伤害并使目标眩晕。  tips: 触发多重施法时，两次火焰爆轰之间有0.3秒的间隔。 根据所学习的多重施法等级，魔法消耗将增加20/40/60点。 ', '[引燃 ] 使目标和另一个随机单位浸透在挥发性化学物质中，导致其瞬间被火焰吞噬。目标处在极度痛苦之中，受到伤害并且移动缓慢。  tips: 多重施法将使此技能有几率对1400范围内的随机敌方单位进行多次施放。 每级多重施法都将使此技能的施法距离增加150。 多重施法将使此技能有几率对1400范围内的随机敌方单位进行多次施放。 ', '[嗜血术 ] 激起一个友方单位的狂暴，增加其移动和攻击速度。可以对防御塔施放。  tips: 触发多重施法时，575范围内的友方单位将随机获得嗜血术效果。 对攻城单位有效。 可以对技能免疫状态下队友施放。 ', '[未精通的火焰爆轰 ] 以一波火焰轰击一个敌方单位，造成伤害并使目标眩晕。魔法消耗为食人魔魔法师当前魔法的60%。 ', '[多重施法 ] 使食人魔魔法师可以迅速施法，有一定概率在一次施法中多次施放同一法术或物品。 ']","['天赋1：', '+100 施法距离', '+90 金钱/分', '天赋2：', '+350 生命', '+100 攻击力', '天赋3：', '+60 嗜血术攻速加成', '+40 力量', '天赋4：', '+300 火焰爆轰伤害', '+75 移动速度']"
不朽尸王,undying,50.6503,http://cdn.max-c.com/app/dota2/undying@3x.png,912779,90,"['奥术鞋', '魔杖', '刃甲', '圆盾', '卫士胫甲', '洞察烟斗', '阿哈利姆神杖', '赤红甲', '梅肯斯姆']","['[腐朽 ] 不朽尸王偷取区域内所有敌方英雄的力量，造成基础伤害并将敌人的力量据为己有。  可用神杖升级。  tips: 窃据的力量可以叠加，但是敌方英雄的力量至少为1点。 力量的窃取先于技能造成的伤害。 可以作用隐形单位。 ', '[噬魂 ] 不朽尸王从附近的所有单位身上扯出生命力，并使用它治疗队友或伤害敌人。可以使用噬魂治疗墓碑。  tips: 可以治疗墓碑，但是不能治疗或伤害其他建筑。 不会扯出隐身单位的生命力。 ', '[墓碑 ] 在目标位置召唤一座墓碑。墓碑会不断在其附近的每个敌方单位身边产生僵尸攻击他们。僵尸拥有死亡渴望技能，使他们的攻击带有减速效果，并且若目标的生命值低于一定数值或一定百分比，僵尸的攻击和移动速度会提升。  tips: 墓碑为技能免疫，但是可以被噬魂治疗。 僵尸和墓碑均为技能免疫。 如果初始目标死亡或丢失视野，僵尸将会死亡。 ', '[血肉傀儡 ] 不朽尸王变身为一具令人毛骨悚然的血肉傀儡，拥有瘟疫光环。光环对375范围内的所有敌方单位有减速效果，并使他们每秒损失当前生命值的一定百分比。  tips: 范围内受到作用的单位死亡后不朽尸王就会回复生命，与击杀者无关。 幻象死亡不会触发回复效果。 瘟疫光环无视技能免疫。 瘟疫光环的伤害加深和减速效果最低为1%。 ']","['天赋1：', '+8 生命恢复', '+150 施法距离', '天赋2：', '+50秒 腐朽持续时间', '+30 墓碑僵尸攻击力', '天赋3：', '+5 墓碑可被攻击次数', '死亡时召唤墓碑', '天赋4：', '-2秒 腐朽冷却', '获得重生 250秒冷却']"
拉比克,rubick,45.6608,http://cdn.max-c.com/app/dota2/rubick@3x.png,3305023,15,"['闪烁匕首', '奥术鞋', '魔杖', '以太透镜', '阿哈利姆神杖', 'Eul的神圣法杖', '微光披风', '原力法杖', '静谧之鞋']","['[隔空取物 ] 拉比克利用它的隔空取物能力，将敌人短暂抬到空中，然后猛投向地面。被投下的单位会砸晕落地点附近的敌人。  tips: 目标滞空时，拉比克可以使用次级技能将目标扔往目标方向。 单位落地后，自身不会受到范围眩晕效果。 最远能将敌人扔375码。 ', '[弱化能流 ] 拉比克制造一道强大的奥术能量流，在多个敌方单位之间流动，造成伤害并降低他们的攻击力。每次弹跳造成的伤害递减。 ', '[奥术至尊 ] 拉比克对奥术的熟稔让他可以造成更高的法术伤害，敌人所受的法术持续时间也更长。 ', '[技能窃取 ] 拉比克钻研一个敌方英雄的魔法精华之痕，学习这个英雄最后释放的技能的秘密。拉比克将可以使用这个技能，维持几分钟或直到他死亡。  可用神杖升级。  tips: 无法窃取物品类技能。 ', '[隔空取物着陆 ] 选择隔空取物结束时目标的落地点。 ']","['天赋1：', '+60 攻击力', '+200 生命', '天赋2：', '-60 弱化能流降低英雄攻击力', '+125 施法距离', '天赋3：', '+300 隔空取物着陆距离', '-5秒 弱化能流冷却', '天赋4：', '+50% 窃取技能获得技能增强', '-15秒 隔空取物冷却']"
干扰者,disruptor,49.1532,http://cdn.max-c.com/app/dota2/disruptor@3x.png,1350513,66,"['奥术鞋', '魔杖', '以太透镜', '微光披风', '原力法杖', '阿哈利姆神杖', '侦查·岗哨守卫', '显影之尘', '静谧之鞋']","['[风雷之击 ] 用闪电反复打击目标单位。每次打击会伤害附近小范围内的敌方单位。提供目标的视野。 ', '[恶念瞥视 ] 将目标英雄传送回他4秒前所在位置。瞬间杀死幻象单位。  tips: 飞行时间由目标的飞行距离决定。 ', '[动能力场 ] 在短暂的构造时间后，创造一个敌人无法通过的环形动能屏障。  tips: 力场不能困住技能免疫单位。 ', '[静态风暴 ] 创造一场静态风暴，在持续时间内伤害并沉默区域内的所有敌方单位。伤害刚开始时很低，但会在持续时间内逐渐增强。  可用神杖升级。 ']","['天赋1：', '+40 风雷之击伤害', '+200 生命', '天赋2：', '-4秒 动能力场冷却', '+150 施法距离', '天赋3：', '+4 风雷之击打击次数', '+180 金钱/分', '天赋4：', '+4秒 动能力场持续时间', '-10秒 恶念瞥视冷却']"
司夜刺客,nyx_assassin,48.4915,http://cdn.max-c.com/app/dota2/nyx_assassin@3x.png,1148303,77,"['奥术鞋', '魔杖', '圆盾', '阿哈利姆神杖', '以太透镜', '魂之灵瓮', '速度之靴', '闪烁匕首', 'Eul的神圣法杖']","['[穿刺 ] 岩石尖刺在地上沿一条直线穿刺而出。敌方单位被抛向空中，落地时被眩晕并受到伤害。  tips: 尖刺的移动速度是每秒1600码，最远作用距离为700码。 穿刺不会被林肯法球格挡。 ', '[法力燃烧 ] 烧毁目标英雄智力值数倍的魔法值，并造成和烧毁的魔法值等量的伤害。 ', '[尖刺外壳 ] 激活状态下，尖刺外壳可以反弹并无效化司夜刺客受到的伤害（每个攻击者最多作用一次），同时眩晕攻击者。激活尖刺外壳不会打破复仇的隐身状态。  钻地状态下尖刺外壳施放后将立刻眩晕周围的敌人。  tips: 反弹的伤害与司夜刺客本应受到的实际伤害相同。 尖刺外壳只有在受到玩家控制单位的伤害后会反弹。 ', '[钻地 ] 司夜刺客经过短时间的掘地后钻入地下。钻地后尖刺外壳一施放就会直接眩晕附近所有敌人，法力燃烧和穿刺的施法距离提升，穿刺的冷却时间减少，司夜刺客为隐身状态，无法进行移动/攻击。同时生命和魔法恢复速率都有所增加，受到的所有伤害都会降低。  tips: 施放复仇将取消钻地状态。 ', '[复仇 ] 司夜刺客进入隐身状态并获得移动速度加成。如果司夜刺客以攻击打破隐身，那一次攻击将会造成超高的额外伤害，并对敌人施加破坏效果，持续4.0秒。  tips: 进入隐身时间为0。 如果在隐身期间使用了技能，或者隐身时间结束，额外伤害的效果将会消失。 ', '[现身 ] 从钻地状态中现身。 ']","['天赋1：', '+90 金钱/分', '+8% 技能增强', '天赋2：', '+25 移动速度', '+325 生命', '天赋3：', '+175 穿刺伤害', '+75% 尖刺外壳伤害', '天赋4：', '复仇无视地形', '+100 敏捷']"
娜迦海妖,naga_siren,53.0345,http://cdn.max-c.com/app/dota2/naga_siren@3x.png,861829,93,"['净魂之刃', '幻影斧', '怨灵系带', '动力鞋', '恐鳌之心', '蝴蝶', '远行鞋', '辉耀', '斯嘉蒂之眼']","['[镜像 ] 制造多个受娜迦海妖控制的镜像。  驱散类型：弱驱散  tips: 娜迦海妖在施法时有0.3秒的无敌时间，可以用来躲避眩晕和伤害。 施放后，将会移除娜迦海妖身上大部分效果。 ', '[诱捕 ] 打断目标的动作并困住目标，使之无法移动或闪烁。  tips: 无视技能免疫。 ', '[激流 ] 娜迦海妖和她的镜像攻击时有几率操控破坏力的水波攻击周围所有敌方单位，并削弱他们的护甲，持续4.0秒。  tips: 娜迦海妖的幻象也会施放激流，但是同时处于多个作用范围的敌人只会受到一次伤害效果。 ', '[海妖之歌 ] 娜迦海妖周围的所有敌人受到魔法影响陷入停滞状态，既无法行动也不会受到攻击。再次使用海妖之歌可以提前停止效果。  可用神杖升级。  tips: 海妖之歌作用下的单位处于无敌状态，不会受到任何伤害。 对技能免疫单位无效。 海妖之歌的作用范围以娜迦海妖为中心，如果她远离了作用单位，他们将会醒来。 ', '[终止海妖之歌 ] 将敌方单位从你的歌声中释放出来，使他们可以受到攻击。 ']","['天赋1：', '+10% 镜像攻击力', '+20 移动速度', '天赋2：', '+14 力量', '+12 敏捷', '天赋3：', '+1 镜像幻象', '-7秒 诱捕冷却', '天赋4：', '-6 激流降低护甲', '30% 闪避']"
光之守卫,keeper_of_the_light,49.4911,http://cdn.max-c.com/app/dota2/keeper_of_the_light@3x.png,861716,94,"['静谧之鞋', '阿哈利姆神杖', '原力法杖', '微光披风', '侦查·岗哨守卫', '魔杖', '幽魂权杖', '显影之尘', '以太透镜']","['[冲击波 ] 积攒光的能量，积攒时间越长，威力越大。释放后，光波沿直线发出，造成伤害并打开视野。  可用神杖升级。  tips: 在持续施法期间获得的视野不断增大。 可以伤害机械单位。 ', '[致盲之光 ] 一道致盲之光在目标区域闪现，击退并致盲区域内的单位，使他们的攻击不能命中。  tips: 在%knockback_duration%秒内击退%knockback_distance%距离，从目标区域的中心算起。落地后受作用单位将摧毁150范围内的树木。 不能打断持续施法。 ', '[查克拉魔法 ] 恢复目标单位的魔法值，并减少所有冷却中基础技能（非大招）的冷却时间。可以对敌人施放，使其每移动100距离损失当前魔法值的 。 ', '[灵光 ] 在目标区域召唤幻火。每秒交替闪亮和闪灭。闪亮时将使附近所有敌人被蛊惑，强制凝视幻火。可以被作用范围外的单位攻击，受到一定次数攻击后消失。 ', '[释放冲击波 ] 提前结束能量积聚。 ', '[冲击波 ] 积攒光的能量，积攒时间越长，威力越大。释放后，光波沿直线发出，造成伤害并打开视野。  可用神杖升级。  tips: 在持续施法期间获得的视野不断增大。 可以伤害机械单位。 ', '[释放冲击波 ] 提前释放技能。 ']","['天赋1：', '+25 移动速度', '+30% 经验获取', '天赋2：', '+350 施法距离', '+1 灵光可被攻击次数', '天赋3：', '+300 查克拉魔法回复', '+40% 魔法抗性', '天赋4：', '+200 冲击波伤害/治疗', '+2 灵光闪亮次数']"
艾欧,wisp,45.3163,http://cdn.max-c.com/app/dota2/wisp@3x.png,542321,109,"['魔瓶', '影之灵龛', '魔杖', '梅肯斯姆', '阿哈利姆神杖', '显影之尘', '灵魂之戒', '侦查·岗哨守卫', '奥术鞋']","['[羁绊 ] 将艾欧和一个友方单位连接在一起，提高双方的移动速度。当艾欧回复生命或魔法时，连在一起的友军也将获得成倍的回复效果。距离过远时连接将会断开，也可以主动断开连接。  tips: 如果羁绊的目标距离艾欧700码以外，他将链接目标并将自己向目标牵引（牵引后相距300码）。 被羁绊连接的单位回复速度相比更快。 ', '[幽魂 ] 召唤五个围绕艾欧起舞的幽魂，对所有碰触到的单位造成伤害。如果碰到的是敌方英雄，幽魂会爆炸，对其附近的所有敌人造成伤害。普通单位碰到幽魂会受到轻微伤害，但是不会使其爆炸。持续时间结束后，幽魂将自动爆炸。  可用神杖升级。 ', '[过载 ] 艾欧获得攻击速度加成并降低受到的伤害。如果艾欧和一个友军连接，该单位也会获得增益效果。  tips: 艾欧用羁绊连接的单位也会得到攻击速度和伤害减免的加成，但是只有艾欧会不断流失生命和魔法。 ', '[降临 ] 将艾欧和与其连接的友军传送到地图上任何位置。法术结束后艾欧和相连的友军会被传送回原位。双击将传送回己方的泉水。  tips: 敌人在施法延迟期间会在大地图和小地图上目标区域都收到视觉特效提示。 如果艾欧在施法延迟期间被控制，降临将会取消。 如果羁绊连接了友方英雄，该英雄将和你一起被传送。你可以随时断开连接，防止英雄和你一同传送。 ', '[断开连接 ] 断开连接。 ', '[移动幽魂 ] 召唤幽魂远离或靠近自身。 ']","['天赋1：', '+45 攻击力', '幽魂施加减速', '天赋2：', '+8 生命恢复', '+75 幽魂对英雄伤害', '天赋3：', '+15 护甲', '+150 金钱/分', '天赋4：', '攻击羁绊友军的目标', '-30秒 降临冷却']"
